24.5,78 
36.3,83 
53.3,83 
71.5,60.4 
70,53.8 
50.8,78 
71,49.3 
71,49.3 
73.7,61.1 
57.3,81.6 
69.2,75.9 
79.8,62.6 
73.3,34.3 
66.9,31.2 
75.1,32.9 
80.9,58.4 
83.8,45.5 
80,28.9 
53.9,16.4 
47.3,19.6
23.1,31.2 
23.1,31.2 
25.9,19.2 
49.4,8 
36.3,8 
20.9,15.2 
14.4,43.6 
19,49.3
42.7,19.6 
42.7,19.6 
53.9,14.2 
77.3,25.4 
69.2,15.2 
53.8,7.8 
27.7,20.4 
26,27.6
23.5,70 
7,49.5 
9.9,62.5 
20.6,76 
49.9,76 
54.3,70 
35.7,70
18.1,18.4 
9.9,28.7 
6.1,45.2 
24.4,68 
31.6,68 
12.3,43.9
